calle,calle filtrada,calle filtrada2,factor fiabilidad,gender,wikipedia
Carrer del Doctor Pi i Molist,Doctor Pi i Molist,,-0.49,Male,
Carrer del Doctor Roux,Doctor Roux,,-0.49,Male,
Carrer del Doctor Soler i Torrens,Doctor Soler i Torrens,,-0.49,Male,
carrer del Pare Miquel de Sarrià,Pare Miquel Sarrià,,-0.49,Male,
Carrer del Reverend Martí Duran,Reverend Martí Duran,,-0.49,Male,
Carrer del Sots-tinent Navarro,Sots-tinent Navarro,,-0.49,Male,
Carrer Demostenes,Demostenes,,-0.49,Male,
Carrer Doctor Alexander Fleming,Doctor Alexander Fleming,,-0.49,Male,
Carrer Dr.Felip Hita,Dr.Felip Hita,,-0.49,Male,
Carrer Karl Marx,Karl Marx,,-0.49,Male,
Carrer Narcis Montiuriol,Narcis Montiuriol,,-0.49,Male,
Carrer Pare Pere de Piera,Pare Pere Piera,,-0.49,Male,
Carrer Pau Claris,Pau Claris,,-0.49,Male,
Carrer Ramón i Cajal,Ramón i Cajal,,-0.49,Male,
Passatge de l'Arc de Sant Sever,Arc Sant Sever,,-0.49,Male,
Passatge del Doctor Pi i Molist,Doctor Pi i Molist,,-0.49,Male,
Passeig de Claudi Güell,Claudi Güell,,-0.49,Male,
Passeig Marítim de Gabriel Roca,Marítim Gabriel Roca,,-0.49,Male,
Plaça d'Henry Dunant,Henry Dunant,,-0.49,Male,
Plaça de Gabriel Campreciós i Negre,Gabriel Campreciós i Negre,,-0.49,Male,
Plaça de Pere Dot,Pere Dot,,-0.49,Male,
Plaça Jules Verne,Jules Verne,,-0.49,Male,
Av. Can Castellví,Can Castellví,,-0.48,Male,
Avinguda Can Castellví,Can Castellví,,-0.48,Male,
Avinguda de Can Baró,Can Baró,,-0.48,Male,
Avinguda de Can Busquets,Can Busquets,,-0.48,Male,
Avinguda de Can Cortès,Can Cortès,,-0.48,Male,
Avinguda de Can Marcet,Can Marcet,,-0.48,Male,
Avinguda del Camp Roig,Camp Roig,,-0.48,Male,
Baixada de Can Mateu,Can Mateu,,-0.48,Male,
camí de can Besora,can Besora,,-0.48,Male,
Camí de Can Biosca,Can Biosca,,-0.48,Male,
Cami de Can Candeler,Can Candeler,,-0.48,Male,
Camí de Can Candeler,Can Candeler,,-0.48,Male,
Camí de Can Cases,Can Cases,,-0.48,Male,
Camí de Can Castellví,Can Castellví,,-0.48,Male,
Cami de Can Cerda,Can Cerda,,-0.48,Male,
Camí de Can Cuiàs,Can Cuiàs,,-0.48,Male,
Camí de Can Gallina,Can Gallina,,-0.48,Male,
Camí de Can Jover,Can Jover,,-0.48,Male,
Camí de Can Julià,Can Julià,,-0.48,Male,
Camí de Can Móra,Can Móra,,-0.48,Male,
Camí de Can Nyac,Can Nyac,,-0.48,Male,
camí de Can Tomeu,Can Tomeu,,-0.48,Male,
Carrer can padroseta,can padroseta,,-0.48,Male,
Carrer de Benet Mateu,Benet Mateu,,-0.48,Male,
Carrer de Can Basseda,Can Basseda,,-0.48,Male,
Carrer de Can Basseda,Can Basseda,,-0.48,Male,
carrer de Can Bruguera,Can Bruguera,,-0.48,Male,
Carrer de Can Bruixa,Can Bruixa,,-0.48,Male,
Carrer de Can Calders,Can Calders,,-0.48,Male,
Carrer de Can Candeler,Can Candeler,,-0.48,Male,
Carrer de Can Caralleu,Can Caralleu,,-0.48,Male,
Carrer de Can Diví,Can Diví,,-0.48,Male,
Carrer de Can Falgàs,Can Falgàs,,-0.48,Male,
Carrer de Can Güell,Can Güell,,-0.48,Male,
Carrer de Can Julià,Can Julià,,-0.48,Male,
Carrer de Can Miano,Can Miano,,-0.48,Male,
Carrer de Can Pi,Can Pi,,-0.48,Male,
Carrer de Can Pujolet,Can Pujolet,,-0.48,Male,
Carrer de Can Ràbia,Can Ràbia,,-0.48,Male,
Carrer de Can Ros,Can Ros,,-0.48,Male,
Carrer de Can Segalar,Can Segalar,,-0.48,Male,
Carrer de Can Tries,Can Tries,,-0.48,Male,
Carrer de Can Valero,Can Valero,,-0.48,Male,
Carrer de Johann Sebastian Bach,Johann Sebastian Bach,,-0.48,Male,
Carrer de la Capella de Can Caralleu,Capella Can Caralleu,,-0.48,Male,
Carrer de la Capella de Can Caralleu,Capella Can Caralleu,,-0.48,Male,
Carrer de Mossén Quinti Mallofré,Mossén Quinti Mallofré,,-0.48,Male,
Carrer de Ponce de Leon,Ponce de Leon,,-0.48,Male,
Carrer de Ramón de Campoamor,Ramón de Campoamor,,-0.48,Male,
Carrer de Ramón de Trincheria,Ramón de Trincheria,,-0.48,Male,
Carrer de Ramón y Cajal,Ramón y Cajal,,-0.48,Male,
Carrer de Ramón y Cajal,Ramón y Cajal,,-0.48,Male,
carrer de Ramón y Cajal,Ramón y Cajal,,-0.48,Male,
Carrer de Sancho Marraco,Sancho Marraco,,-0.48,Male,
Carrer del Bon Pastor,Bon Pastor,,-0.48,Male,
Carrer del Cardenal Vives i Tutó,Cardenal Vives i Tutó,,-0.48,Male,
Carrer del Duc de Tetuan,Duc Tetuan,,-0.48,Male,
Carrer del Professor Barraquer,Professor Barraquer,,-0.48,Male,
Carrer Duc. Tetuan,Duc. Tetuan,,-0.48,Male,
Carrer Pou de Sant Pere,Pou Sant Pere,,-0.48,Male,
Carrer Ramón y Cajal,Ramón y Cajal,,-0.48,Male,
Passatge de Can Xerricó,Can Xerricó,,-0.48,Male,
Passatge de Sant Antoni María Claret,Sant Antoni María Claret,,-0.48,Male,
Passatge del Duc de Tetuan,Duc Tetuan,,-0.48,Male,
Passeig de Can Sagrera,Can Sagrera,,-0.48,Male,
Passeig de Can Tunis,Can Tunis,,-0.48,Male,
Plaça de Can Baró,Can Baró,,-0.48,Male,
Plaça de Can Fabra,Can Fabra,,-0.48,Male,
Plaça del Duc de Medinaceli,Duc Medinaceli,,-0.48,Male,
Avinguda de Pompeu Fabra,Pompeu Fabra,,-0.47,Male,
Avinguda del Pare Andreu de Palma,Pare Andreu Palma,,-0.47,Male,
Camí de Can Flo,Can Flo,,-0.47,Male,
Carrer de Benet Mercadé,Benet Mercadé,,-0.47,Male,
Carrer de Josep María de Molina,Josep María de Molina,,-0.47,Male,
Carrer de Munné,Munné,,-0.47,Male,
Carrer de Pompeu Fabra,Pompeu Fabra,,-0.47,Male,
Carrer de Pompeu Fabra,Pompeu Fabra,,-0.47,Male,
Carrer de Sant Emili,Sant Emili,,-0.47,Male,
Carrer de Víctor Jara,Víctor Jara,,-0.47,Male,
carrer dels Tres Reis,Tres Reis,,-0.47,Male,
Carrer Pompeu Fabra,Pompeu Fabra,,-0.47,Male,
Carrer Pompeu Fabra,Pompeu Fabra,,-0.47,Male,
Pas de Ramon Cabau,Pas de Ramon Cabau,,-0.47,Male,
Pompeu Fabra,Pompeu Fabra,,-0.47,Male,
Avinguda de Pearson,Pearson,,-0.46,Male,
Avinguda de Pearson,Pearson,,-0.46,Male,
Carrer d'Antoni Maura,Antoni Maura,,-0.46,Male,
carrer d'Antoni Maura,Antoni Maura,,-0.46,Male,
Carrer d'Ermengol Goula,Ermengol Goula,,-0.46,Male,
Carrer de Bretón de los Herreros,Bretón de los Herreros,,-0.46,Male,
carrer de Can Jordana,Can Jordana,,-0.46,Male,
carrer de Domènech de Bonafé,Domènech de Bonafé,,-0.46,Male,
Carrer de la Torre d'en Damians,Torre en Damians,,-0.46,Male,
Carrer de la Torre d'en Damians,Torre en Damians,,-0.46,Male,
Carrer de la Torre Dulac,Torre Dulac,,-0.46,Male,
Carrer de Salvà,Salvà,,-0.46,Male,
Carrer dels Reis Catòlics,Reis Catòlics,,-0.46,Male,
Passatge Pearson,Pearson,,-0.46,Male,
Plaça d'Antoni Maura,Antoni Maura,,-0.46,Male,
plaça de la Ciutat de San Carlos de Nicaragua,Ciutat San Carlos de Nicaragua,,-0.46,Male,
Avinguda d'Elies Pagès,Elies Pagès,,-0.45,Male,
Avinguda de Josep Tarradellas i Joan,Josep Tarradellas i Joan,,-0.45,Male,
Avinguda de Josep Tarradellas i Joan,Josep Tarradellas i Joan,,-0.45,Male,
Carrer de Lluís G.Rius,Lluís G.Rius,,-0.45,Male,
Carrer de Sancho d'Avila,Sancho Avila,,-0.45,Male,
Carrer de Sant Francesc de Paula,Sant Francesc de Paula,,-0.45,Male,
Carrer de Tirso de Molina,Tirso de Molina,,-0.45,Male,
Carrer de Tirso de Molina,Tirso de Molina,,-0.45,Male,
Carrer Mestre Vigo i Garreta,Mestre Vigo i Garreta,,-0.45,Male,
Passeig de Llorenç Serra,Llorenç Serra,,-0.45,Male,
Avinguda Doctor Solanich I Riera,Doctor Solanich I Riera,,-0.44,Male,
Carrer d'August Font,August Font,,-0.44,Male,
Carrer d'August Font i Carreras,August Font i Carreras,,-0.44,Male,
Carrer de Camil Fabra,Camil Fabra,,-0.44,Male,
Carrer de Camil Oliveras,Camil Oliveras,,-0.44,Male,
Carrer de Feliu i Codina,Feliu i Codina,,-0.44,Male,
carrer de l'Aviador Duran,Aviador Duran,,-0.44,Male,
Carrer de Pep Ventura,Pep Ventura,,-0.44,Male,
Carrer de Pep Ventura,Pep Ventura,,-0.44,Male,
Carrer de Sao Paulo,Sao Paulo,,-0.44,Male,
Carrer del Beat Domènec Savio,Beat Domènec Savio,,-0.44,Male,
Carrer del Doctor August Pi i Sunyer,Doctor August Pi i Sunyer,,-0.44,Male,
Carrer del Doctor Farreras i Valentí,Doctor Farreras i Valentí,,-0.44,Male,
carrer del Doctor Giné i Partagàs,Doctor Giné i Partagàs,,-0.44,Male,
Carrer del Doctor Nubiola i Espinós,Doctor Nubiola i Espinós,,-0.44,Male,
Carrer del Doctor Solanich I Riera,Doctor Solanich I Riera,,-0.44,Male,
Carrer del Doctor Solanich I Riera,Doctor Solanich I Riera,,-0.44,Male,
Carrer del Mossèn Camil Rosell,Mossèn Camil Rosell,,-0.44,Male,
Carrer Doctor Torras i Bages,Doctor Torras i Bages,,-0.44,Male,
Passatge de Camil Oliveras,Camil Oliveras,,-0.44,Male,
Passatge Pep Ventura,Pep Ventura,,-0.44,Male,
plaça de Pep Ventura,Pep Ventura,,-0.44,Male,
Sant Pius X,Pius X,,-0.44,Male,
Camí de Sir Edmund Hillary,Sir Edmund Hillary,,-0.43,Male,
Carrer de Lohengrin,Lohengrin,,-0.43,Male,
Carrer de Sanpere i Miquel,Sanpere i Miquel,,-0.43,Male,
Passatge de Garcia Cambra,Garcia Cambra,,-0.43,Male,
Avinguda de J. V. Foix,J. V. Foix,,-0.42,Male,
C. Francesc Boix i Campó,C. Francesc Boix i Campó,,-0.42,Male,
Carrer de la Neu de Sant Cugat,Neu Sant Cugat,,-0.42,Male,
Carrer del Bou de Sant Pere,Bou Sant Pere,,-0.42,Male,
Carrer del Gran Capità,Gran Capità,,-0.42,Male,
Carrer del Gran Capità,Gran Capità,,-0.42,Male,
Carrer del Gran Capità,Gran Capità,,-0.42,Male,
Carrer del Pare Jacint Alegre,Pare Jacint Alegre,,-0.42,Male,
Cami de Mas Saurò,Mas Saurò,,-0.41,Male,
Camí de Mas Sauró,Mas Sauró,,-0.41,Male,
Camí del Mas Guimbau,Mas Guimbau,,-0.41,Male,
Carrer del Mas Casanovas,Mas Casanovas,,-0.41,Male,
Carrer del Mas Pujol,Mas Pujol,,-0.41,Male,
Carrer del Pare Baldiri de Sant Boi,Pare Baldiri Sant Boi,,-0.41,Male,
Carrer del Pare Benet,Pare Benet,,-0.41,Male,
Passatge del Camí Mas Sauro,Passatge  Mas Sauro,,-0.41,Male,
Avinguda de l'Estany de la Messeguera,Estany Messeguera,,-0.4,Male,
Carrer de Nil Fabra,Nil Fabra,,-0.4,Male,
Passatge Garcia i Robles,Garcia i Robles,,-0.4,Male,
Carrer de Baldiri Net i Figueres,Baldiri Net i Figueres,,-0.39,Male,
Carrer de García Lorca,García Lorca,,-0.39,Male,
Carrer de la Volta d'en Bufanalla,Volta en Bufanalla,,-0.39,Male,
Carrer de Navarro I Reverter,Navarro I Reverter,,-0.39,Male,
Carrer de la Font del Be,Font Be,,-0.38,Male,
Carrer del Pare Pérez del Pulgar,Pare Pérez del Pulgar,,-0.38,Male,
passatge de Daró,Daró,,-0.38,Male,
Passatge del Pare Lleonard,Pare Lleonard,,-0.38,Male,
Avinguda del Coll del Portell,Coll del Portell,,-0.37,Male,
Carrer d'en Giralt el Pellisser,en Giralt el Pellisser,,-0.37,Male,
Carrer de Baldiri Déu i Priu,Baldiri Déu i Priu,,-0.37,Male,
Carrer de Bonaventura Gispert,Bonaventura Gispert,,-0.37,Male,
Carrer de García Mariño,García Mariño,,-0.37,Male,
Carrer de Llorens i Barba,Llorens i Barba,,-0.37,Male,
Carrer de San Salvador,San Salvador,,-0.37,Male,
Carrer del Pare Claret,Pare Claret,,-0.37,Male,
Carrer del Pare Gallifa,Pare Gallifa,,-0.37,Male,
Carrer del Pare Manjón,Pare Manjón,,-0.37,Male,
Carrer del Pare Manyanet,Pare Manyanet,,-0.37,Male,
Carrer del Pare Marchena,Pare Marchena,,-0.37,Male,
Carrer del Pare Rodés,Pare Rodés,,-0.37,Male,
Carrer del Pare Roldós,Pare Roldós,,-0.37,Male,
Carrer del Pare Secchi,Pare Secchi,,-0.37,Male,
Carrer Del Pintor Fortuny,Del Pintor Fortuny,,-0.37,Male,
Carrer Pare Marchena,Pare Marchena,,-0.37,Male,
Plaça del Pare Lleonart,Pare Lleonart,,-0.37,Male,
Riera d'en Nofre,en Nofre,,-0.37,Male,
Carrer d'en Boquer,en Boquer,,-0.36,Male,
Carrer d'en Bot,en Bot,,-0.36,Male,
Carrer d'En Botella,En Botella,,-0.36,Male,
Carrer d'en Carabassa,en Carabassa,,-0.36,Male,
Carrer d'en Cortines,en Cortines,,-0.36,Male,
Carrer d'en Fluvià,en Fluvià,,-0.36,Male,
Carrer d'en Fontrodona,en Fontrodona,,-0.36,Male,
carrer d'en Garriga,en Garriga,,-0.36,Male,
Carrer d'en Gignàs,en Gignàs,,-0.36,Male,
Carrer d'en Grassot,en Grassot,,-0.36,Male,
Carrer d'en Lladó,en Lladó,,-0.36,Male,
Carrer d'en Paixalet,en Paixalet,,-0.36,Male,
Carrer d'en Panxampla,en Panxampla,,-0.36,Male,
Carrer d'en Prim,en Prim,,-0.36,Male,
Carrer d'en Puig d'Óssa,en Puig d'Óssa,,-0.36,Male,
Carrer d'en Pujol,en Pujol,,-0.36,Male,
Carrer d'en Robador,en Robador,,-0.36,Male,
Carrer d'en Tantarantana,en Tantarantana,,-0.36,Male,
Carrer d'en Tarròs,en Tarròs,,-0.36,Male,
Carrer d'en Tissó,en Tissó,,-0.36,Male,
Carrer d'en Xuclà,en Xuclà,,-0.36,Male,
Carrer de les Coves d'en Cimany,Coves en Cimany,,-0.36,Male,
Carrer de les Penyes d'en Castellví,Penyes en Castellví,,-0.36,Male,
Carrer de Lope de Vega,Lope de Vega,,-0.36,Male,
Passatge d'en Sagristà,en Sagristà,,-0.36,Male,
Passatge d'en Xinxó,en Xinxó,,-0.36,Male,
Passeig d'en Canal,en Canal,,-0.36,Male,
Carrer de Pi i Margall,Pi i Margall,,-0.35,Male,
Carrer de Pi i Margall,Pi i Margall,,-0.35,Male,
Carrer Pi i Margall,Pi i Margall,,-0.35,Male,
Avinguda Marti i Pujol,Marti i Pujol,,-0.34,Male,
Carrer d'Illas i Vidal,Illas i Vidal,,-0.34,Male,
Carrer de Melcior de Palau,Melcior de Palau,,-0.34,Male,
Carrer Marti Blasi,Marti Blasi,,-0.34,Male,
Carrer de Dalmau de Creixell,Dalmau de Creixell,,-0.33,Male,
Carrer de Ponce de León,Ponce de León,,-0.33,Male,
Avinguda la Pau,la Pau,,-0.32,Male,
Carrer d'Andrade,Andrade,,-0.32,Male,
Carrer de Ferrer i Guàrdia,Ferrer i Guàrdia,,-0.32,Male,
Carrer del Rei Martí,Rei Martí,,-0.32,Male,
Carrer d'Angel Prats,Angel Prats,,-0.31,Male,
Carrer de Berenguer de Palou,Berenguer de Palou,,-0.31,Male,
Carrer del Noi del Sucre,Noi del Sucre,,-0.31,Male,
Carrer d'en Roca,en Roca,,-0.3,Male,
Carrer de Ferrer i Bassa,Ferrer i Bassa,,-0.3,Male,
Carrer de José Agustín Goytisolo,José Agustín Goytisolo,,-0.3,Male,
Carrer de José Agustín Goytisolo,José Agustín Goytisolo,,-0.3,Male,
Carrer de José Millán González,José Millán González,,-0.3,Male,
Carrer José Morales Garrido,José Morales Garrido,,-0.3,Male,
Plaça de José Borrás,José Borrás,,-0.3,Male,
Carrer de José de Agulló,José de Agulló,,-0.29,Male,
Carrer de Pons i Pons,Pons i Pons,,-0.29,Male,
Carrer del Baró de la Barre,Baró Barre,,-0.29,Male,
Passatge de Mateu Oliva,Mateu Oliva,,-0.29,Male,
C. del Doctor Fleming,C. del Doctor Fleming,,-0.28,Male,
Camí de la Font d'en Quintana,Font en Quintana,,-0.28,Male,
Passatge de Cels Busquets i Farrés,Cels Busquets i Farrés,,-0.28,Male,
Carrer de Buenaventura Muñoz,Buenaventura Muñoz,,-0.27,Male,
Carrer de Chapí,Chapí,,-0.27,Male,
Carrer de Jiménez i Iglesias,Jiménez i Iglesias,,-0.27,Male,
Carrer de Manel Ballbé,Manel Ballbé,,-0.27,Male,
Carrer de Puig i Valls,Puig i Valls,,-0.27,Male,
Carrer Puig i Cadafalch,Puig i Cadafalch,,-0.27,Male,
Passatge de Chapí,Chapí,,-0.27,Male,
C. Soweto,C. Soweto,,-0.26,Male,
Carrer de Batista i Roca,Batista i Roca,,-0.26,Male,
Carrer de Batista i Roca,Batista i Roca,,-0.26,Male,
carrer de Batista i Roca,Batista i Roca,,-0.26,Male,
Carrer de C. Campoamor,C. Campoamor,,-0.26,Male,
C. de Mossèn Cinto Verdaguer,C. de Mossèn Cinto Verdaguer,,-0.25,Male,
Carrer de Beltrán i Rózpide,Beltrán i Rózpide,,-0.25,Male,
Carrer de Domínguez i Miralles,Domínguez i Miralles,,-0.25,Male,
Carrer de Miret i Sans,Miret i Sans,,-0.25,Male,
Carrer de Miret i Sans,Miret i Sans,,-0.25,Male,
Carrer Sagrada Familia,Sagrada Familia,,-0.25,Male,
